timestamp;buyer;seller;symbol;currency;price;quantity
-1969000;Charlie;Paris;BANANAS;SEASHELLS;4984.0;1
-1968800;Charlie;Paris;BANANAS;SEASHELLS;4985.0;1
-1968700;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1968700;Paris;Camilla;BANANAS;SEASHELLS;4990.0;1
-1968400;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;3
-1968200;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1967900;Pablo;Camilla;PEARLS;SEASHELLS;10002.0;4
-1967500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1967300;Paris;Charlie;BANANAS;SEASHELLS;4987.0;1
-1967200;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
-1967200;Charlie;Paris;PEARLS;SEASHELLS;9995.0;2
-1967200;Caesar;Paris;BANANAS;SEASHELLS;4982.0;2
-1966900;Gary;Charlie;BANANAS;SEASHELLS;4987.0;8
-1966900;Gary;Camilla;BANANAS;SEASHELLS;4987.0;5
-1966800;Camilla;Paris;BANANAS;SEASHELLS;4983.0;1
-1966700;Paris;Charlie;BANANAS;SEASHELLS;4988.0;1
-1966500;Pablo;Camilla;PEARLS;SEASHELLS;10002.0;3
-1966200;Charlie;Penelope;BANANAS;SEASHELLS;4983.0;2
-1966100;Paris;Charlie;BANANAS;SEASHELLS;4987.0;1
-1966000;Paris;Paris;BANANAS;SEASHELLS;4988.0;1
-1966000;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1965900;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;1
-1965100;Charlie;Paris;BANANAS;SEASHELLS;4981.0;1
-1964700;Charlie;Paris;BANANAS;SEASHELLS;4981.0;1
-1964400;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1964300;Charlie;Gary;BANANAS;SEASHELLS;4982.0;14
-1964300;Charlie;Paris;BANANAS;SEASHELLS;4982.0;1
-1963700;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1963700;Paris;Charlie;PEARLS;SEASHELLS;10005.0;1
-1963500;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;4
-1963200;Charlie;Paris;BANANAS;SEASHELLS;4982.0;1
-1962700;Caesar;Paris;BANANAS;SEASHELLS;4983.0;1
-1962600;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1962600;Charlie;Pablo;BANANAS;SEASHELLS;4984.0;2
-1962100;Charlie;Penelope;PEARLS;SEASHELLS;9995.0;4
-1961700;Gary;Charlie;BANANAS;SEASHELLS;4990.0;13
-1961600;Penelope;Caesar;PEARLS;SEASHELLS;10004.0;2
-1961500;Gina;Charlie;PEARLS;SEASHELLS;10002.0;6
-1961500;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1961100;Charlie;Paris;BANANAS;SEASHELLS;4984.0;1
-1961100;Charlie;Paris;BANANAS;SEASHELLS;4984.0;2
-1961100;Charlie;Paris;PEARLS;SEASHELLS;9995.0;2
-1960900;Penelope;Camilla;PEARLS;SEASHELLS;10002.0;5
-1960700;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1960700;Charlie;Paris;BANANAS;SEASHELLS;4984.0;1
-1960600;Charlie;Paris;BANANAS;SEASHELLS;4984.0;1
-1960500;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1959500;Caesar;Gina;BANANAS;SEASHELLS;4983.0;1
-1959400;Charlie;Paris;BANANAS;SEASHELLS;4983.0;1
-1958900;Charlie;Paris;BANANAS;SEASHELLS;4983.0;1
-1958500;Paris;Caesar;PEARLS;SEASHELLS;10002.0;1
-1958500;Penelope;Caesar;PEARLS;SEASHELLS;10000.0;2
-1958400;Charlie;Paris;BANANAS;SEASHELLS;4982.0;1
-1958400;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
-1957700;Penelope;Camilla;BANANAS;SEASHELLS;4987.0;7
-1957100;Paris;Camilla;BANANAS;SEASHELLS;4988.0;1
-1957100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
-1956900;Paris;Charlie;BANANAS;SEASHELLS;4990.0;2
-1956900;Paris;Charlie;PEARLS;SEASHELLS;10005.0;2
-1956600;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1956500;Charlie;Paris;BANANAS;SEASHELLS;4984.0;1
-1956300;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1956100;Paris;Caesar;PEARLS;SEASHELLS;10004.0;2
-1956100;Camilla;Paris;BANANAS;SEASHELLS;4984.0;1
-1956100;Paris;Charlie;BANANAS;SEASHELLS;4990.0;2
-1956000;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1955300;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1955200;Caesar;Gary;PEARLS;SEASHELLS;9996.0;1
-1954900;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1954900;Caesar;Paris;BANANAS;SEASHELLS;4986.0;1
-1954400;Gary;Camilla;BANANAS;SEASHELLS;4990.0;8
-1954200;Charlie;Gary;PEARLS;SEASHELLS;9996.0;10
-1954200;Charlie;Pablo;BANANAS;SEASHELLS;4987.0;1
-1954200;Caesar;Gary;PEARLS;SEASHELLS;9996.0;1
-1954100;Gina;Camilla;BANANAS;SEASHELLS;4991.0;8
-1954100;Gina;Charlie;BANANAS;SEASHELLS;4991.0;4
-1953800;Caesar;Paris;PEARLS;SEASHELLS;9998.0;1
-1953700;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
-1953700;Charlie;Paris;BANANAS;SEASHELLS;4987.0;1
-1953200;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1953200;Charlie;Paris;BANANAS;SEASHELLS;4988.0;2
-1953200;Charlie;Paris;BANANAS;SEASHELLS;4988.0;1
-1952800;Paris;Camilla;BANANAS;SEASHELLS;4993.0;1
-1952700;Caesar;Gina;BANANAS;SEASHELLS;4988.0;2
-1952600;Charlie;Paris;BANANAS;SEASHELLS;4987.0;1
-1952300;Charlie;Paris;BANANAS;SEASHELLS;4988.0;1
-1951800;Charlie;Caesar;BANANAS;SEASHELLS;4990.0;5
-1951700;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
-1951700;Caesar;Paris;BANANAS;SEASHELLS;4991.0;1
-1951400;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
-1951400;Paris;Caesar;BANANAS;SEASHELLS;4992.0;1
-1951400;Camilla;Paris;BANANAS;SEASHELLS;4989.0;1
-1951100;Charlie;Paris;BANANAS;SEASHELLS;4990.0;1
-1950700;Paris;Charlie;BANANAS;SEASHELLS;4996.0;1
-1950700;Paris;Charlie;PEARLS;SEASHELLS;10005.0;1
-1950600;Charlie;Paris;BANANAS;SEASHELLS;4990.0;1
-1950300;Charlie;Paris;PEARLS;SEASHELLS;9995.0;2
-1950300;Charlie;Paris;BANANAS;SEASHELLS;4990.0;2
-1950100;Charlie;Paris;BANANAS;SEASHELLS;4989.0;1
-1949800;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1949800;Caesar;Paris;BANANAS;SEASHELLS;4990.0;1
-1949700;Charlie;Paris;BANANAS;SEASHELLS;4989.0;1
-1949600;Caesar;Paris;BANANAS;SEASHELLS;4989.0;2
-1949600;Caesar;Paris;PEARLS;SEASHELLS;9996.0;2
-1949100;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
-1949000;Charlie;Paris;BANANAS;SEASHELLS;4989.0;1
-1949000;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1948700;Paris;Charlie;BANANAS;SEASHELLS;4994.0;1
-1948500;Charlie;Gary;BANANAS;SEASHELLS;4988.0;13
-1948400;Paris;Camilla;BANANAS;SEASHELLS;4993.0;1
-1948400;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
-1948100;Gina;Camilla;PEARLS;SEASHELLS;10002.0;2
-1948000;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;2
-1947800;Caesar;Paris;BANANAS;SEASHELLS;4989.0;1
-1947700;Charlie;Paris;BANANAS;SEASHELLS;4988.0;1
-1947300;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;3
-1947000;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1946800;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1946700;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;2
-1946600;Penelope;Charlie;BANANAS;SEASHELLS;4994.0;10
-1946500;Paris;Camilla;BANANAS;SEASHELLS;4993.0;1
-1946400;Camilla;Gary;BANANAS;SEASHELLS;4988.0;2
-1946400;Charlie;Paris;BANANAS;SEASHELLS;4987.0;1
-1946400;Charlie;Gary;BANANAS;SEASHELLS;4988.0;15
-1946400;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1946300;Paris;Caesar;PEARLS;SEASHELLS;10004.0;2
-1946300;Paris;Pablo;BANANAS;SEASHELLS;4989.0;2
-1946100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
-1945700;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1945400;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;1
-1945400;Charlie;Penelope;PEARLS;SEASHELLS;9996.0;5
-1945400;Charlie;Paris;BANANAS;SEASHELLS;4990.0;1
-1945400;Charlie;Pablo;BANANAS;SEASHELLS;4991.0;3
-1945300;Paris;Charlie;BANANAS;SEASHELLS;4995.0;1
-1945100;Pablo;Camilla;PEARLS;SEASHELLS;10002.0;3
-1944800;Paris;Charlie;BANANAS;SEASHELLS;4995.0;1
-1943900;Paris;Charlie;BANANAS;SEASHELLS;4996.0;1
-1943900;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
-1943500;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1943500;Gina;Paris;BANANAS;SEASHELLS;4991.0;1
-1943500;Gina;Charlie;BANANAS;SEASHELLS;4995.0;11
-1943300;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1943300;Charlie;Penelope;BANANAS;SEASHELLS;4991.0;4
-1943300;Caesar;Penelope;BANANAS;SEASHELLS;4991.0;2
-1943000;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
-1943000;Paris;Charlie;BANANAS;SEASHELLS;4997.0;1
-1942900;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1942800;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1942700;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1942600;Paris;Camilla;BANANAS;SEASHELLS;4997.0;1
-1942300;Caesar;Paris;BANANAS;SEASHELLS;4991.0;1
-1942300;Pablo;Paris;PEARLS;SEASHELLS;10002.0;2
-1942200;Charlie;Paris;BANANAS;SEASHELLS;4990.0;1
-1942000;Paris;Pablo;BANANAS;SEASHELLS;4991.0;1
-1941600;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;1
-1941400;Penelope;Camilla;BANANAS;SEASHELLS;4995.0;10
-1941400;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1941200;Charlie;Paris;BANANAS;SEASHELLS;4989.0;1
-1940500;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;4
-1940300;Gina;Camilla;PEARLS;SEASHELLS;10002.0;6
-1940000;Paris;Charlie;BANANAS;SEASHELLS;4991.0;1
-1939800;Charlie;Paris;BANANAS;SEASHELLS;4988.0;1
-1939800;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1939800;Charlie;Paris;PEARLS;SEASHELLS;9996.0;1
-1939800;Caesar;Paris;BANANAS;SEASHELLS;4988.0;1
-1939700;Caesar;Gary;PEARLS;SEASHELLS;9996.0;2
-1939700;Charlie;Gary;PEARLS;SEASHELLS;9996.0;6
-1939700;Gina;Charlie;BANANAS;SEASHELLS;4991.0;13
-1939600;Paris;Pablo;PEARLS;SEASHELLS;9998.0;1
-1939500;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1939400;Caesar;Paris;BANANAS;SEASHELLS;4988.0;1
-1939200;Charlie;Penelope;BANANAS;SEASHELLS;4987.0;2
-1938900;Paris;Charlie;PEARLS;SEASHELLS;10005.0;2
-1938900;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1938900;Paris;Charlie;BANANAS;SEASHELLS;4994.0;2
-1938700;Paris;Charlie;BANANAS;SEASHELLS;4992.0;1
-1937700;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
-1937700;Paris;Charlie;BANANAS;SEASHELLS;4995.0;1
-1937600;Charlie;Pablo;BANANAS;SEASHELLS;4989.0;5
-1937500;Pablo;Charlie;BANANAS;SEASHELLS;4992.0;3
-1937500;Pablo;Camilla;BANANAS;SEASHELLS;4992.0;2
-1937400;Charlie;Paris;BANANAS;SEASHELLS;4988.0;1
-1937100;Charlie;Gary;BANANAS;SEASHELLS;4990.0;15
-1937100;Caesar;Gary;BANANAS;SEASHELLS;4990.0;1
-1936800;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1936800;Camilla;Paris;BANANAS;SEASHELLS;4991.0;1
-1936700;Paris;Charlie;BANANAS;SEASHELLS;4996.0;2
-1936700;Paris;Paris;PEARLS;SEASHELLS;9998.0;1
-1936500;Charlie;Gina;PEARLS;SEASHELLS;9998.0;6
-1936300;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;1
-1935800;Charlie;Paris;BANANAS;SEASHELLS;4989.0;2
-1935800;Charlie;Paris;PEARLS;SEASHELLS;9995.0;2
-1935500;Paris;Charlie;PEARLS;SEASHELLS;10005.0;2
-1935500;Paris;Camilla;BANANAS;SEASHELLS;4994.0;1
-1935500;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
-1935500;Paris;Charlie;BANANAS;SEASHELLS;4994.0;1
-1935100;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;2
-1934700;Caesar;Penelope;PEARLS;SEASHELLS;10000.0;2
-1934700;Caesar;Paris;PEARLS;SEASHELLS;9998.0;1
-1934600;Caesar;Paris;BANANAS;SEASHELLS;4987.0;1
-1934500;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1934400;Charlie;Paris;BANANAS;SEASHELLS;4986.0;1
-1934400;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
-1934200;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1934200;Charlie;Paris;BANANAS;SEASHELLS;4986.0;1
-1934100;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
-1934000;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
-1933300;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;2
-1933000;Caesar;Paris;BANANAS;SEASHELLS;4985.0;1
-1932800;Paris;Camilla;BANANAS;SEASHELLS;4989.0;1
-1932600;Charlie;Paris;BANANAS;SEASHELLS;4983.0;2
-1932600;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
-1932500;Caesar;Penelope;BANANAS;SEASHELLS;4984.0;2
-1932500;Charlie;Penelope;BANANAS;SEASHELLS;4984.0;6
-1932100;Camilla;Paris;PEARLS;SEASHELLS;9998.0;2
-1932100;Camilla;Paris;BANANAS;SEASHELLS;4984.0;2
-1932100;Charlie;Caesar;BANANAS;SEASHELLS;4986.0;1
-1932000;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;5
-1932000;Gina;Paris;BANANAS;SEASHELLS;4984.0;1
-1932000;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;3
-1931900;Pablo;Camilla;PEARLS;SEASHELLS;10002.0;1
-1931800;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1931700;Charlie;Paris;BANANAS;SEASHELLS;4983.0;1
-1931500;Gary;Caesar;BANANAS;SEASHELLS;4990.0;2
-1931500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1931500;Gary;Charlie;BANANAS;SEASHELLS;4990.0;10
-1931200;Charlie;Gina;BANANAS;SEASHELLS;4985.0;9
-1931100;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1931100;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;1
-1930700;Paris;Charlie;PEARLS;SEASHELLS;10005.0;2
-1930700;Paris;Charlie;BANANAS;SEASHELLS;4990.0;2
-1930600;Paris;Charlie;BANANAS;SEASHELLS;4989.0;1
-1930400;Charlie;Pablo;BANANAS;SEASHELLS;4985.0;2
-1929600;Charlie;Paris;BANANAS;SEASHELLS;4980.0;1
-1929500;Charlie;Penelope;BANANAS;SEASHELLS;4979.0;3
-1929300;Charlie;Gina;BANANAS;SEASHELLS;4980.0;10
-1928600;Charlie;Paris;BANANAS;SEASHELLS;4980.0;1
-1928400;Charlie;Gary;PEARLS;SEASHELLS;9995.0;10
-1926600;Charlie;Pablo;BANANAS;SEASHELLS;4982.0;1
-1926300;Penelope;Charlie;BANANAS;SEASHELLS;4987.0;9
-1926100;Charlie;Paris;BANANAS;SEASHELLS;4980.0;1
-1925900;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1925800;Paris;Camilla;BANANAS;SEASHELLS;4984.0;1
-1925700;Pablo;Charlie;BANANAS;SEASHELLS;4983.0;1
-1925600;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
-1925600;Paris;Charlie;BANANAS;SEASHELLS;4985.0;2
-1925100;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
-1924800;Charlie;Paris;BANANAS;SEASHELLS;4978.0;1
-1924800;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
